project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC
AIMS,2022-01-01T00:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.473,NA,1,excellent,NA
AIMS,2022-01-01T00:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.473,NA,1,excellent,NA
AIMS,2022-01-01T01:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.378,NA,1,excellent,NA
AIMS,2022-01-01T01:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.378,NA,1,excellent,NA
AIMS,2022-01-01T02:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.378,NA,1,excellent,NA
AIMS,2022-01-01T02:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.378,NA,1,excellent,NA
AIMS,2022-01-01T03:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.473,NA,1,excellent,NA
AIMS,2022-01-01T03:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.569,NA,1,excellent,NA
AIMS,2022-01-01T04:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.664,NA,1,excellent,NA
AIMS,2022-01-01T04:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.664,NA,1,excellent,NA
AIMS,2022-01-01T05:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.664,NA,1,excellent,NA
AIMS,2022-01-01T05:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.664,NA,1,excellent,NA
AIMS,2022-01-01T06:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.76,NA,1,excellent,NA
AIMS,2022-01-01T06:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.855,NA,1,excellent,NA
AIMS,2022-01-01T07:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.855,NA,1,excellent,NA
AIMS,2022-01-01T07:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.951,NA,1,excellent,NA
AIMS,2022-01-01T08:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.951,NA,1,excellent,NA
AIMS,2022-01-01T08:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.951,NA,1,excellent,NA
AIMS,2022-01-01T09:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T09:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T10:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T10:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T11:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T11:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T12:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T12:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.951,NA,1,excellent,NA
AIMS,2022-01-01T13:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.046,NA,1,excellent,NA
AIMS,2022-01-01T13:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.046,NA,1,excellent,NA
AIMS,2022-01-01T14:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,15.951,NA,1,excellent,NA
AIMS,2022-01-01T14:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.046,NA,1,excellent,NA
AIMS,2022-01-01T15:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.046,NA,1,excellent,NA
AIMS,2022-01-01T15:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.141,NA,1,excellent,NA
AIMS,2022-01-01T16:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.141,NA,1,excellent,NA
AIMS,2022-01-01T16:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.332,NA,1,excellent,NA
AIMS,2022-01-01T17:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.523,NA,1,excellent,NA
AIMS,2022-01-01T17:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.618,NA,1,excellent,NA
AIMS,2022-01-01T18:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,57867,16.808,NA,1,excellent,NA
AIMS,2022-01-01T18:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.808,NA,1,excellent,NA
AIMS,2022-01-01T19:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.808,NA,1,excellent,NA
AIMS,2022-01-01T19:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.903,NA,1,excellent,NA
AIMS,2022-01-01T20:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.903,NA,1,excellent,NA
AIMS,2022-01-01T20:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.999,NA,1,excellent,NA
AIMS,2022-01-01T21:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,17.094,NA,1,excellent,NA
AIMS,2022-01-01T21:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,17.094,NA,1,excellent,NA
AIMS,2022-01-01T22:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,17.094,NA,1,excellent,NA
AIMS,2022-01-01T22:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.999,NA,1,excellent,NA
AIMS,2022-01-01T23:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.808,NA,1,excellent,NA
AIMS,2022-01-01T23:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.618,NA,1,excellent,NA
AIMS,2022-01-02T00:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.523,NA,1,excellent,NA
AIMS,2022-01-02T00:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.523,NA,1,excellent,NA
AIMS,2022-01-02T01:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.618,NA,1,excellent,NA
AIMS,2022-01-02T01:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.713,NA,1,excellent,NA
AIMS,2022-01-02T02:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,60622.6,16.618,NA,1,excellent,NA
AIMS,2022-01-02T02:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,55111.5,16.046,NA,1,excellent,NA
AIMS,2022-01-02T03:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,26178,15.282,NA,1,excellent,NA
AIMS,2022-01-02T03:30:00Z,PRA02,STIC,20210924-20220314,HS,21044184,19289,14.709,NA,1,excellent,NA
AIMS,2022-01-02T04:00:00Z,PRA02,STIC,20210924-20220314,HS,21044184,26178,14.613,NA,1,excellent,NA
